YEAR,MONTH,DAY_OF_MONTH,FL_DATE,ORIGIN,DEST,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY_NEW,ARR_DEL15,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2019,7,12,7/12/19,BWI,SLC,61,1,26,1,251,1865,26,0,0,0,0
2019,7,12,7/12/19,ATL,BWI,0,0,0,0,107,577,,,,,
2019,7,12,7/12/19,BWI,ATL,6,0,0,0,109,577,,,,,
2019,7,12,7/12/19,BWI,MSP,28,1,10,0,139,936,,,,,
2019,7,12,7/12/19,MSP,BWI,114,1,93,1,128,936,93,0,0,0,0
2019,7,12,7/12/19,ATL,BWI,0,0,0,0,109,577,,,,,
2019,7,12,7/12/19,BWI,ATL,1,0,0,0,117,577,,,,,
2019,7,12,7/12/19,BWI,SLC,0,0,0,0,285,1865,,,,,
2019,7,12,7/12/19,SLC,BWI,17,1,1,0,240,1865,,,,,
2019,7,12,7/12/19,DTW,BWI,6,0,0,0,83,409,,,,,
2019,7,12,7/12/19,ATL,BWI,26,1,16,1,105,577,16,0,0,0,0
2019,7,12,7/12/19,BWI,ATL,14,0,0,0,95,577,,,,,
2019,7,12,7/12/19,BWI,MSP,0,0,0,0,145,936,,,,,
2019,7,12,7/12/19,MSP,BWI,0,0,0,0,140,936,,,,,
2019,7,12,7/12/19,BWI,MSP,0,0,0,0,145,936,,,,,
2019,7,12,7/12/19,BWI,ATL,0,0,16,1,129,577,0,0,16,0,0
2019,7,12,7/12/19,ATL,BWI,0,0,0,0,104,577,,,,,
2019,7,12,7/12/19,BWI,ATL,0,0,0,0,110,577,,,,,
2019,7,12,7/12/19,BWI,MSP,9,0,7,0,155,936,,,,,
2019,7,12,7/12/19,MSP,BWI,0,0,4,0,155,936,,,,,
2019,7,22,7/22/19,ATL,BWI,5,0,0,0,103,577,,,,,
2019,7,22,7/22/19,BWI,ATL,0,0,0,0,101,577,,,,,
2019,7,22,7/22/19,BWI,ATL,0,0,0,0,95,577,,,,,
2019,7,22,7/22/19,ATL,BWI,0,0,0,0,103,577,,,,,
2019,7,22,7/22/19,BWI,ATL,0,0,0,0,95,577,,,,,
2019,7,22,7/22/19,ATL,BWI,30,1,9,0,103,577,,,,,
2019,7,22,7/22/19,BWI,ATL,14,0,1,0,109,577,,,,,
2019,7,22,7/22/19,BWI,ATL,0,0,0,0,93,577,,,,,
2019,7,22,7/22/19,ATL,BWI,61,1,36,1,95,577,36,0,0,0,0
2019,7,22,7/22/19,BWI,ATL,0,0,5,0,122,577,,,,,
2019,7,22,7/22/19,DTW,BWI,0,0,0,0,86,409,,,,,
2019,7,23,7/23/19,BWI,SLC,0,0,0,0,278,1865,,,,,
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,101,577,,,,,
2019,7,23,7/23/19,BWI,ATL,0,0,2,0,124,577,,,,,
2019,7,23,7/23/19,BWI,MSP,162,1,146,1,141,936,146,0,0,0,0
2019,7,23,7/23/19,MSP,BWI,3,0,0,0,146,936,,,,,
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,112,577,,,,,
2019,7,23,7/23/19,BWI,ATL,0,0,12,0,135,577,,,,,
2019,7,23,7/23/19,BWI,SLC,10,0,0,0,265,1865,,,,,
2019,7,23,7/23/19,SLC,BWI,0,0,0,0,246,1865,,,,,
2019,7,23,7/23/19,DTW,BWI,52,1,59,1,97,409,52,0,7,0,0
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,104,577,,,,,
2019,7,23,7/23/19,BWI,ATL,0,0,0,0,113,577,,,,,
2019,7,23,7/23/19,BWI,MSP,27,1,9,0,146,936,,,,,
2019,7,23,7/23/19,MSP,BWI,28,1,32,1,149,936,0,0,4,0,28
2019,7,23,7/23/19,BWI,MSP,0,0,0,0,148,936,,,,,
2019,7,23,7/23/19,BWI,ATL,1,0,12,0,124,577,,,,,
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,101,577,,,,,
2019,7,23,7/23/19,BWI,ATL,0,0,0,0,115,577,,,,,
2019,7,23,7/23/19,BWI,MSP,65,1,51,1,143,936,5,0,0,0,46
2019,7,23,7/23/19,MSP,BWI,2,0,12,0,159,936,,,,,
2019,7,23,7/23/19,ATL,BWI,9,0,15,1,121,577,9,0,6,0,0
2019,7,23,7/23/19,BWI,DTW,0,0,0,0,89,409,,,,,
2019,7,23,7/23/19,DTW,BWI,7,0,5,0,90,409,,,,,
2019,7,23,7/23/19,BWI,DTW,0,0,5,0,96,409,,,,,
2019,7,23,7/23/19,DTW,BWI,0,0,0,0,86,409,,,,,
2019,7,23,7/23/19,ATL,BWI,21,1,18,1,111,577,0,0,0,0,18
2019,7,23,7/23/19,BWI,ATL,26,1,28,1,115,577,8,0,2,0,18
2019,7,23,7/23/19,BWI,DTW,58,1,57,1,90,409,0,0,57,0,0
2019,7,23,7/23/19,DTW,BWI,2,0,0,0,94,409,,,,,
2019,7,23,7/23/19,ATL,BWI,28,1,6,0,97,577,,,,,
2019,7,23,7/23/19,BWI,DTW,0,0,0,0,81,409,,,,,
2019,7,23,7/23/19,BWI,DTW,10,0,8,0,87,409,,,,,
2019,7,23,7/23/19,MSP,BWI,0,0,2,0,160,936,,,,,
2019,7,23,7/23/19,SLC,BWI,5,0,0,0,242,1865,,,,,
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,94,577,,,,,
2019,7,23,7/23/19,ATL,BWI,12,0,0,0,97,577,,,,,
2019,7,23,7/23/19,BWI,ATL,7,0,0,0,100,577,,,,,
2019,7,23,7/23/19,BWI,ATL,0,0,0,0,109,577,,,,,
2019,7,23,7/23/19,ATL,BWI,0,0,0,0,107,577,,,,,
2019,7,23,7/23/19,BWI,ATL,7,0,15,1,113,577,7,0,8,0,0
2019,7,23,7/23/19,ATL,BWI,53,1,43,1,114,577,25,0,0,0,18
2019,7,23,7/23/19,BWI,ATL,43,1,29,1,108,577,0,0,0,0,29
2019,7,23,7/23/19,BWI,ATL,0,0,0,0,105,577,,,,,
2019,7,23,7/23/19,ATL,BWI,64,1,37,1,93,577,8,0,0,0,29
2019,7,23,7/23/19,BWI,ATL,0,0,3,0,118,577,,,,,
2019,7,23,7/23/19,DTW,BWI,0,0,0,0,86,409,,,,,
2019,7,24,7/24/19,BWI,SLC,0,0,0,0,271,1865,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,99,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,110,577,,,,,
2019,7,24,7/24/19,BWI,MSP,0,0,0,0,140,936,,,,,
2019,7,24,7/24/19,MSP,BWI,0,0,0,0,140,936,,,,,
2019,7,24,7/24/19,ATL,BWI,45,1,27,1,93,577,5,0,0,0,22
2019,7,24,7/24/19,BWI,ATL,37,1,21,1,106,577,6,0,0,0,15
2019,7,24,7/24/19,BWI,SLC,0,0,0,0,291,1865,,,,,
2019,7,24,7/24/19,SLC,BWI,0,0,0,0,251,1865,,,,,
2019,7,24,7/24/19,DTW,BWI,0,0,0,0,87,409,,,,,
2019,7,24,7/24/19,ATL,BWI,2,0,0,0,89,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,107,577,,,,,
2019,7,24,7/24/19,BWI,MSP,7,0,20,1,177,936,0,0,13,0,7
2019,7,24,7/24/19,MSP,BWI,9,0,7,0,143,936,,,,,
2019,7,24,7/24/19,BWI,MSP,0,0,0,0,145,936,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,16,1,129,577,0,0,16,0,0
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,87,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,105,577,,,,,
2019,7,24,7/24/19,BWI,MSP,0,0,0,0,145,936,,,,,
2019,7,24,7/24/19,MSP,BWI,0,0,0,0,147,936,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,98,577,,,,,
2019,7,24,7/24/19,BWI,DTW,0,0,0,0,86,409,,,,,
2019,7,24,7/24/19,DTW,BWI,0,0,0,0,90,409,,,,,
2019,7,24,7/24/19,BWI,DTW,0,0,0,0,84,409,,,,,
2019,7,24,7/24/19,DTW,BWI,0,0,0,0,89,409,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,93,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,107,577,,,,,
2019,7,24,7/24/19,BWI,DTW,0,0,8,0,107,409,,,,,
2019,7,24,7/24/19,DTW,BWI,0,0,0,0,90,409,,,,,
2019,7,24,7/24/19,ATL,BWI,18,1,0,0,97,577,,,,,
2019,7,24,7/24/19,BWI,DTW,6,0,0,0,85,409,,,,,
2019,7,24,7/24/19,BWI,DTW,8,0,5,0,86,409,,,,,
2019,7,24,7/24/19,MSP,BWI,0,0,0,0,152,936,,,,,
2019,7,24,7/24/19,SLC,BWI,0,0,0,0,253,1865,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,87,577,,,,,
2019,7,24,7/24/19,ATL,BWI,8,0,0,0,93,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,103,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,106,577,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,90,577,,,,,
2019,7,24,7/24/19,BWI,ATL,1,0,1,0,105,577,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,96,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,108,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,2,0,111,577,,,,,
2019,7,24,7/24/19,ATL,BWI,0,0,0,0,104,577,,,,,
2019,7,24,7/24/19,BWI,ATL,0,0,0,0,111,577,,,,,
2019,7,24,7/24/19,DTW,BWI,0,0,0,0,83,409,,,,,
2019,7,25,7/25/19,BWI,SLC,0,0,0,0,267,1865,,,,,
2019,7,25,7/25/19,ATL,BWI,3,0,0,0,94,577,,,,,
2019,7,25,7/25/19,BWI,ATL,0,0,0,0,105,577,,,,,
2019,7,25,7/25/19,BWI,MSP,0,0,0,0,143,936,,,,,
2019,7,30,7/30/19,MSP,BWI,0,0,0,0,155,936,,,,,
2019,7,30,7/30/19,ATL,BWI,0,0,0,0,107,577,,,,,
2019,7,30,7/30/19,BWI,DTW,34,1,25,1,85,409,25,0,0,0,0
2019,7,30,7/30/19,DTW,BWI,49,1,48,1,91,409,0,0,48,0,0
2019,7,30,7/30/19,BWI,DTW,0,0,0,0,77,409,,,,,
2019,7,30,7/30/19,DTW,BWI,0,0,0,0,101,409,,,,,
2019,7,30,7/30/19,ATL,BWI,0,0,0,0,105,577,,,,,
2019,7,30,7/30/19,BWI,ATL,14,0,2,0,101,577,,,,,
2019,7,30,7/30/19,BWI,DTW,67,1,56,1,80,409,9,0,0,0,47
2019,7,30,7/30/19,DTW,BWI,63,1,57,1,91,409,0,0,57,0,0
2019,7,30,7/30/19,ATL,BWI,0,0,0,0,111,577,,,,,
2019,7,30,7/30/19,BWI,DTW,3,0,0,0,85,409,,,,,
2019,7,30,7/30/19,BWI,DTW,0,0,1,0,90,409,,,,,
2019,7,30,7/30/19,MSP,BWI,0,0,0,0,140,936,,,,,
2019,7,30,7/30/19,SLC,BWI,2,0,0,0,232,1865,,,,,
2019,7,30,7/30/19,ATL,BWI,2,0,2,0,123,577,,,,,
2019,7,6,7/6/19,BWI,JFK,0,0,0,0,68,184,,,,,
2019,7,7,7/7/19,BWI,JFK,0,0,0,0,60,184,,,,,
2019,7,8,7/8/19,BWI,JFK,11,0,9,0,80,184,,,,,
2019,7,9,7/9/19,BWI,JFK,1,0,0,0,81,184,,,,,
2019,7,10,7/10/19,BWI,JFK,0,0,0,0,64,184,,,,,
2019,7,11,7/11/19,BWI,JFK,0,0,0,0,65,184,,,,,
2019,7,12,7/12/19,BWI,JFK,522,1,527,1,87,184,0,0,5,0,522
2019,7,13,7/13/19,BWI,JFK,0,0,0,0,67,184,,,,,
2019,7,14,7/14/19,BWI,JFK,3,0,0,0,64,184,,,,,
2019,7,15,7/15/19,BWI,JFK,0,0,0,0,59,184,,,,,
2019,7,16,7/16/19,BWI,JFK,0,0,0,0,65,184,,,,,
2019,7,17,7/17/19,BWI,JFK,0,0,0,0,61,184,,,,,
2019,7,18,7/18/19,BWI,JFK,0,0,0,0,67,184,,,,,
2019,7,19,7/19/19,BWI,JFK,10,0,15,1,87,184,5,0,5,0,5
2019,7,20,7/20/19,BWI,JFK,0,0,0,0,76,184,,,,,
2019,7,21,7/21/19,BWI,JFK,0,0,0,0,59,184,,,,,
2019,7,22,7/22/19,BWI,JFK,0,0,0,0,56,184,,,,,
2019,7,23,7/23/19,BWI,JFK,0,0,0,0,60,184,,,,,
2019,7,24,7/24/19,BWI,JFK,0,0,0,0,72,184,,,,,
2019,7,25,7/25/19,BWI,JFK,0,0,0,0,65,184,,,,,
2019,7,26,7/26/19,BWI,JFK,0,0,0,0,84,184,,,,,
2019,7,27,7/27/19,BWI,JFK,0,0,0,0,69,184,,,,,
2019,7,28,7/28/19,BWI,JFK,0,0,0,0,64,184,,,,,
2019,7,29,7/29/19,BWI,JFK,0,0,0,0,66,184,,,,,
2019,7,30,7/30/19,BWI,JFK,0,0,0,0,84,184,,,,,
2019,7,31,7/31/19,BWI,JFK,36,1,21,1,67,184,1,0,0,0,20
2019,7,6,7/6/19,BWI,JFK,0,0,0,0,65,184,,,,,
2019,7,7,7/7/19,BWI,JFK,0,0,0,0,57,184,,,,,
2019,7,8,7/8/19,BWI,JFK,0,0,0,0,81,184,,,,,
2019,7,9,7/9/19,BWI,JFK,0,0,0,0,74,184,,,,,
2019,7,10,7/10/19,BWI,JFK,0,0,0,0,76,184,,,,,
2019,7,11,7/11/19,BWI,JFK,0,0,0,0,79,184,,,,,
2019,7,12,7/12/19,BWI,JFK,46,1,63,1,99,184,46,0,17,0,0
2019,7,13,7/13/19,BWI,JFK,0,0,0,0,58,184,,,,,
2019,7,14,7/14/19,BWI,JFK,0,0,0,0,73,184,,,,,
2019,7,15,7/15/19,BWI,JFK,0,0,2,0,84,184,,,,,
2019,7,16,7/16/19,BWI,JFK,0,0,0,0,63,184,,,,,
2019,7,17,7/17/19,BWI,JFK,0,0,0,0,80,184,,,,,
2019,7,18,7/18/19,BWI,JFK,0,0,0,0,81,184,,,,,
2019,7,19,7/19/19,BWI,JFK,0,0,0,0,69,184,,,,,
2019,7,20,7/20/19,BWI,JFK,0,0,0,0,81,184,,,,,
2019,7,21,7/21/19,BWI,JFK,0,0,12,0,95,184,,,,,
2019,7,22,7/22/19,BWI,JFK,106,1,96,1,72,184,96,0,0,0,0
2019,7,23,7/23/19,BWI,JFK,25,1,14,0,71,184,,,,,
2019,7,24,7/24/19,BWI,JFK,0,0,0,0,79,184,,,,,
2019,7,25,7/25/19,BWI,JFK,0,0,0,0,64,184,,,,,
2019,7,26,7/26/19,BWI,JFK,0,0,8,0,90,184,,,,,
2019,7,27,7/27/19,BWI,JFK,0,0,0,0,75,184,,,,,
2019,7,28,7/28/19,BWI,JFK,0,0,28,1,113,184,0,0,28,0,0
2019,7,29,7/29/19,BWI,JFK,0,0,0,0,82,184,,,,,
2019,7,30,7/30/19,BWI,JFK,1,0,0,0,68,184,,,,,
2019,7,31,7/31/19,BWI,JFK,0,0,0,0,60,184,,,,,
2019,7,1,7/1/19,BWI,JFK,0,0,0,0,80,184,,,,,
2019,7,2,7/2/19,BWI,JFK,0,0,8,0,94,184,,,,,
2019,7,3,7/3/19,BWI,JFK,0,0,0,0,81,184,,,,,
2019,7,4,7/4/19,BWI,JFK,0,0,0,0,67,184,,,,,
2019,7,5,7/5/19,BWI,JFK,0,0,0,0,67,184,,,,,
2019,7,1,7/1/19,BWI,CVG,0,0,0,0,87,430,,,,,
2019,7,2,7/2/19,BWI,CVG,0,0,0,0,104,430,,,,,
2019,7,3,7/3/19,BWI,CVG,409,1,387,1,81,430,358,0,0,0,29
2019,7,4,7/4/19,BWI,CVG,18,1,26,1,111,430,0,18,8,0,0
2019,7,5,7/5/19,BWI,CVG,0,0,0,0,110,430,,,,,
2019,7,7,7/7/19,BWI,CVG,16,1,5,0,92,430,,,,,
2019,7,8,7/8/19,BWI,CVG,30,1,13,0,86,430,,,,,
2019,7,9,7/9/19,BWI,CVG,0,0,0,0,92,430,,,,,
2019,7,10,7/10/19,BWI,CVG,0,0,0,0,88,430,,,,,
2019,7,11,7/11/19,BWI,CVG,181,1,173,1,95,430,0,0,9,0,164
2019,7,12,7/12/19,BWI,CVG,0,0,0,0,85,430,,,,,
2019,7,14,7/14/19,BWI,CVG,51,1,32,1,84,430,3,0,0,0,29
2019,7,15,7/15/19,BWI,CVG,0,0,,,,430,,,,,
2019,7,16,7/16/19,BWI,CVG,0,0,0,0,99,430,,,,,
2019,7,17,7/17/19,BWI,CVG,0,0,44,1,147,430,0,0,44,0,0
2019,7,18,7/18/19,BWI,CVG,39,1,19,1,83,430,0,0,8,0,11
2019,7,19,7/19/19,BWI,CVG,378,1,360,1,85,430,335,0,0,0,25
2019,7,21,7/21/19,BWI,CVG,0,0,9,0,112,430,,,,,
2019,7,22,7/22/19,BWI,CVG,64,1,70,1,109,430,0,59,6,0,5
2019,7,23,7/23/19,BWI,CVG,0,0,0,0,90,430,,,,,
2019,7,24,7/24/19,BWI,CVG,0,0,0,0,82,430,,,,,
2019,7,25,7/25/19,BWI,CVG,0,0,0,0,85,430,,,,,
2019,7,26,7/26/19,BWI,CVG,0,0,0,0,97,430,,,,,
2019,7,28,7/28/19,BWI,CVG,15,1,17,1,105,430,15,0,2,0,0
2019,7,29,7/29/19,BWI,CVG,0,0,0,0,86,430,,,,,
2019,7,30,7/30/19,BWI,CVG,0,0,77,1,183,430,0,0,77,0,0
2019,7,31,7/31/19,BWI,CVG,0,0,0,0,97,430,,,,,
2019,7,1,7/1/19,CVG,BWI,0,0,0,0,85,430,,,,,
2019,7,2,7/2/19,CVG,BWI,0,0,0,0,93,430,,,,,
2019,7,3,7/3/19,CVG,BWI,0,0,0,0,87,430,,,,,
2019,7,4,7/4/19,CVG,BWI,0,0,0,0,101,430,,,,,
2019,7,5,7/5/19,CVG,BWI,0,0,0,0,88,430,,,,,
2019,7,6,7/6/19,JFK,BWI,91,1,70,1,62,184,70,0,0,0,0
2019,7,7,7/7/19,JFK,BWI,0,0,0,0,83,184,,,,,
2019,7,8,7/8/19,JFK,BWI,25,1,18,1,80,184,0,0,18,0,0
2019,7,9,7/9/19,JFK,BWI,0,0,0,0,67,184,,,,,
2019,7,10,7/10/19,JFK,BWI,5,0,0,0,65,184,,,,,
2019,7,11,7/11/19,JFK,BWI,0,0,3,0,97,184,,,,,
2019,7,12,7/12/19,JFK,BWI,59,1,24,1,52,184,9,0,0,0,15
2019,7,13,7/13/19,JFK,BWI,44,1,37,1,76,184,37,0,0,0,0
2019,7,14,7/14/19,JFK,BWI,0,0,0,0,66,184,,,,,
2019,7,15,7/15/19,JFK,BWI,0,0,0,0,68,184,,,,,
2019,7,16,7/16/19,JFK,BWI,0,0,0,0,66,184,,,,,
2019,7,17,7/17/19,JFK,BWI,0,0,0,0,59,184,,,,,
2019,7,18,7/18/19,JFK,BWI,26,1,9,0,70,184,,,,,
2019,7,19,7/19/19,JFK,BWI,0,0,0,0,58,184,,,,,
2019,7,20,7/20/19,JFK,BWI,0,0,0,0,84,184,,,,,
2019,7,21,7/21/19,JFK,BWI,0,0,0,0,83,184,,,,,
2019,7,22,7/22/19,JFK,BWI,40,1,14,0,61,184,,,,,
2019,7,23,7/23/19,JFK,BWI,0,0,0,0,68,184,,,,,
2019,7,24,7/24/19,JFK,BWI,3,0,2,0,86,184,,,,,
2019,7,25,7/25/19,JFK,BWI,0,0,0,0,65,184,,,,,
2019,7,26,7/26/19,JFK,BWI,64,1,59,1,82,184,59,0,0,0,0
2019,7,27,7/27/19,JFK,BWI,0,0,0,0,63,184,,,,,
2019,7,28,7/28/19,JFK,BWI,9,0,0,0,57,184,,,,,
2019,7,29,7/29/19,JFK,BWI,0,0,0,0,63,184,,,,,
2019,7,30,7/30/19,JFK,BWI,0,0,0,0,67,184,,,,,
2019,7,31,7/31/19,JFK,BWI,3,0,0,0,48,184,,,,,
2019,7,1,7/1/19,JFK,BWI,0,0,0,0,74,184,,,,,
2019,7,2,7/2/19,JFK,BWI,48,1,17,1,52,184,17,0,0,0,0
2019,7,3,7/3/19,JFK,BWI,23,1,45,1,105,184,23,0,22,0,0
2019,7,4,7/4/19,JFK,BWI,0,0,3,0,91,184,,,,,
2019,7,5,7/5/19,JFK,BWI,0,0,0,0,81,184,,,,,
2019,7,6,7/6/19,JFK,BWI,183,1,220,1,117,184,0,0,220,0,0
2019,7,7,7/7/19,JFK,BWI,16,1,12,0,79,184,,,,,
2019,7,8,7/8/19,JFK,BWI,8,0,30,1,105,184,1,0,22,0,7
2019,7,9,7/9/19,JFK,BWI,0,0,2,0,86,184,,,,,
2019,7,10,7/10/19,JFK,BWI,13,0,0,0,64,184,,,,,
2019,7,11,7/11/19,JFK,BWI,154,1,176,1,105,184,0,0,176,0,0
2019,7,12,7/12/19,JFK,BWI,0,0,0,0,82,184,,,,,
2019,7,13,7/13/19,JFK,BWI,8,0,0,0,71,184,,,,,
2019,7,14,7/14/19,JFK,BWI,62,1,51,1,72,184,0,0,0,0,51
2019,7,15,7/15/19,JFK,BWI,0,0,0,0,65,184,,,,,
2019,7,16,7/16/19,JFK,BWI,0,0,0,0,69,184,,,,,
2019,7,17,7/17/19,JFK,BWI,0,0,0,0,72,184,,,,,
2019,7,18,7/18/19,JFK,BWI,24,1,26,1,85,184,24,0,2,0,0
2019,7,19,7/19/19,JFK,BWI,30,1,30,1,83,184,0,0,0,0,30
2019,7,20,7/20/19,JFK,BWI,6,0,18,1,92,184,0,0,18,0,0
2019,7,21,7/21/19,JFK,BWI,0,0,0,0,56,184,,,,,
2019,7,22,7/22/19,JFK,BWI,26,1,9,0,66,184,,,,,
2019,7,23,7/23/19,JFK,BWI,0,0,0,0,80,184,,,,,
2019,7,24,7/24/19,JFK,BWI,0,0,0,0,82,184,,,,,
2019,7,25,7/25/19,JFK,BWI,0,0,0,0,67,184,,,,,
2019,7,26,7/26/19,JFK,BWI,0,0,0,0,72,184,,,,,
2019,7,27,7/27/19,JFK,BWI,15,1,6,0,71,184,,,,,
2019,7,28,7/28/19,JFK,BWI,13,0,0,0,66,184,,,,,
2019,7,29,7/29/19,JFK,BWI,0,0,0,0,75,184,,,,,
2019,7,30,7/30/19,JFK,BWI,11,0,0,0,70,184,,,,,
2019,7,31,7/31/19,JFK,BWI,0,0,0,0,61,184,,,,,
2019,7,1,7/1/19,PHX,BWI,0,0,8,0,274,1999,,,,,
2019,7,3,7/3/19,PHX,BWI,9,0,0,0,251,1999,,,,,
2019,7,4,7/4/19,PHX,BWI,0,0,0,0,260,1999,,,,,
2019,7,5,7/5/19,PHX,BWI,2,0,17,1,276,1999,2,0,15,0,0
2019,7,6,7/6/19,PHX,BWI,106,1,103,1,258,1999,103,0,0,0,0
2019,7,7,7/7/19,PHX,BWI,0,0,0,0,254,1999,,,,,
2019,7,8,7/8/19,PHX,BWI,0,0,0,0,250,1999,,,,,
2019,7,9,7/9/19,PHX,BWI,0,0,0,0,255,1999,,,,,
2019,7,10,7/10/19,PHX,BWI,0,0,0,0,251,1999,,,,,
2019,7,11,7/11/19,PHX,BWI,16,1,13,0,261,1999,,,,,
2019,7,12,7/12/19,PHX,BWI,1,0,0,0,258,1999,,,,,
2019,7,13,7/13/19,PHX,BWI,0,0,0,0,265,1999,,,,,
2019,7,14,7/14/19,PHX,BWI,,,,,,1999,,,,,
2019,7,15,7/15/19,PHX,BWI,0,0,0,0,261,1999,,,,,
2019,7,16,7/16/19,PHX,BWI,73,1,,,,1999,,,,,
2019,7,17,7/17/19,PHX,BWI,38,1,26,1,252,1999,26,0,0,0,0
2019,7,18,7/18/19,PHX,BWI,0,0,0,0,262,1999,,,,,
2019,7,19,7/19/19,PHX,BWI,0,0,0,0,262,1999,,,,,
2019,7,20,7/20/19,PHX,BWI,0,0,0,0,260,1999,,,,,
2019,7,21,7/21/19,PHX,BWI,0,0,3,0,274,1999,,,,,
2019,7,22,7/22/19,PHX,BWI,,,,,,1999,,,,,
2019,7,23,7/23/19,PHX,BWI,,,,,,1999,,,,,
2019,7,24,7/24/19,PHX,BWI,0,0,13,0,286,1999,,,,,
2019,7,25,7/25/19,PHX,BWI,0,0,0,0,272,1999,,,,,
2019,7,26,7/26/19,PHX,BWI,0,0,0,0,258,1999,,,,,
2019,7,27,7/27/19,PHX,BWI,0,0,0,0,265,1999,,,,,
2019,7,28,7/28/19,PHX,BWI,0,0,0,0,272,1999,,,,,
2019,7,29,7/29/19,PHX,BWI,0,0,0,0,252,1999,,,,,
2019,7,30,7/30/19,PHX,BWI,0,0,14,0,283,1999,,,,,
2019,7,31,7/31/19,PHX,BWI,38,1,39,1,265,1999,38,0,1,0,0
2019,7,1,7/1/19,BWI,CLT,0,0,0,0,86,361,,,,,
2019,7,2,7/2/19,BWI,CLT,0,0,0,0,80,361,,,,,
2019,7,3,7/3/19,BWI,CLT,0,0,0,0,83,361,,,,,
2019,7,4,7/4/19,BWI,CLT,,,,,,361,,,,,
2019,7,5,7/5/19,BWI,CLT,0,0,0,0,98,361,,,,,
2019,7,6,7/6/19,BWI,CLT,0,0,0,0,86,361,,,,,
2019,7,7,7/7/19,BWI,CLT,0,0,0,0,79,361,,,,,
2019,7,8,7/8/19,BWI,CLT,0,0,6,0,109,361,,,,,
2019,7,9,7/9/19,BWI,CLT,,,,,,361,,,,,
2019,7,10,7/10/19,BWI,CLT,0,0,0,0,94,361,,,,,
2019,7,11,7/11/19,BWI,CLT,0,0,0,0,93,361,,,,,
2019,7,12,7/12/19,BWI,CLT,,,,,,361,,,,,
2019,7,13,7/13/19,BWI,CLT,0,0,0,0,86,361,,,,,
2019,7,14,7/14/19,BWI,CLT,0,0,0,0,80,361,,,,,
2019,7,15,7/15/19,BWI,CLT,0,0,0,0,91,361,,,,,
2019,7,16,7/16/19,BWI,CLT,,,,,,361,,,,,
2019,7,17,7/17/19,BWI,CLT,0,0,0,0,89,361,,,,,
2019,7,18,7/18/19,BWI,CLT,0,0,0,0,89,361,,,,,
2019,7,19,7/19/19,BWI,CLT,0,0,0,0,88,361,,,,,
2019,7,20,7/20/19,BWI,CLT,0,0,0,0,83,361,,,,,
2019,7,21,7/21/19,BWI,CLT,15,1,0,0,84,361,,,,,
2019,7,22,7/22/19,BWI,CLT,0,0,0,0,89,361,,,,,
2019,7,23,7/23/19,BWI,CLT,0,0,0,0,83,361,,,,,
2019,7,24,7/24/19,BWI,CLT,0,0,3,0,111,361,,,,,
2019,7,25,7/25/19,BWI,CLT,0,0,0,0,89,361,,,,,
2019,7,26,7/26/19,BWI,CLT,0,0,0,0,96,361,,,,,
2019,7,27,7/27/19,BWI,CLT,0,0,0,0,76,361,,,,,
2019,7,28,7/28/19,BWI,CLT,0,0,0,0,85,361,,,,,
2019,7,29,7/29/19,BWI,CLT,0,0,0,0,85,361,,,,,
2019,7,30,7/30/19,BWI,CLT,0,0,2,0,105,361,,,,,
2019,7,31,7/31/19,BWI,CLT,0,0,0,0,94,361,,,,,
2019,7,1,7/1/19,BWI,DFW,0,0,0,0,179,1217,,,,,
2019,7,3,7/3/19,BWI,DFW,1,0,0,0,200,1217,,,,,
2019,7,7,7/7/19,BWI,DFW,26,1,15,1,193,1217,15,0,0,0,0
2019,7,8,7/8/19,BWI,DFW,0,0,0,0,207,1217,,,,,
2019,7,9,7/9/19,BWI,DFW,0,0,0,0,190,1217,,,,,
