"YEAR","MONTH","DAY_OF_MONTH","FL_DATE","ORIGIN","DEST","CRS_DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","DIVERTED","ACTUAL_ELAPSED_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,7,12,2019-07-12,"ATL","BWI","0946",14.00,0.00,7.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","ATL","1224",19.00,1.00,6.00,0.00,0.00,0.00,100.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","DTW","1803",0.00,0.00,0.00,0.00,0.00,0.00,85.00,409.00,,,,,,
2019,7,12,2019-07-12,"DTW","BWI","1540",0.00,0.00,0.00,0.00,0.00,0.00,78.00,409.00,,,,,,
2019,7,12,2019-07-12,"ATL","BWI","2126",9.00,0.00,0.00,0.00,0.00,0.00,109.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","DTW","0615",39.00,1.00,33.00,1.00,0.00,0.00,85.00,409.00,33.00,0.00,0.00,0.00,0.00,
2019,7,12,2019-07-12,"BWI","DTW","1320",8.00,0.00,0.00,0.00,0.00,0.00,79.00,409.00,,,,,,
2019,7,12,2019-07-12,"MSP","BWI","1802",0.00,0.00,0.00,0.00,0.00,0.00,139.00,936.00,,,,,,
2019,7,12,2019-07-12,"SLC","BWI","2246",0.00,0.00,0.00,0.00,0.00,0.00,241.00,1865.00,,,,,,
2019,7,12,2019-07-12,"ATL","BWI","1837",0.00,0.00,0.00,0.00,0.00,0.00,123.00,577.00,,,,,,
2019,7,12,2019-07-12,"ATL","BWI","0837",0.00,0.00,0.00,0.00,0.00,0.00,104.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","ATL","1110",0.00,0.00,0.00,0.00,0.00,0.00,95.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","ATL","0900",52.00,1.00,47.00,1.00,0.00,0.00,105.00,577.00,47.00,0.00,0.00,0.00,0.00,
2019,7,12,2019-07-12,"ATL","BWI","0726",3.00,0.00,7.00,0.00,0.00,0.00,114.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","ATL","1000",13.00,0.00,5.00,0.00,0.00,0.00,97.00,577.00,,,,,,
2019,7,12,2019-07-12,"ATL","BWI","1540",79.00,1.00,60.00,1.00,0.00,0.00,105.00,577.00,60.00,0.00,0.00,0.00,0.00,
2019,7,12,2019-07-12,"BWI","ATL","1828",171.00,1.00,147.00,1.00,0.00,0.00,98.00,577.00,95.00,0.00,0.00,0.00,52.00,
2019,7,12,2019-07-12,"BWI","ATL","0600",58.00,1.00,74.00,1.00,0.00,0.00,122.00,577.00,58.00,0.00,16.00,0.00,0.00,
2019,7,12,2019-07-12,"ATL","BWI","2255",1.00,0.00,5.00,0.00,0.00,0.00,124.00,577.00,,,,,,
2019,7,12,2019-07-12,"BWI","ATL","0800",97.00,1.00,78.00,1.00,0.00,0.00,94.00,577.00,78.00,0.00,0.00,0.00,0.00,
2019,7,12,2019-07-12,"DTW","BWI","2245",0.00,0.00,0.00,0.00,0.00,0.00,87.00,409.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","2159",0.00,0.00,0.00,0.00,0.00,0.00,109.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","SLC","0725",0.00,0.00,0.00,0.00,0.00,0.00,257.00,1865.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","1145",0.00,0.00,0.00,0.00,0.00,0.00,102.00,577.00,,,,,,
2019,7,13,2019-07-13,"DTW","BWI","0820",0.00,0.00,0.00,0.00,0.00,0.00,84.00,409.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","1622",16.00,1.00,7.00,0.00,0.00,0.00,109.00,577.00,,,,,,
2019,7,13,2019-07-13,"SLC","BWI","0955",0.00,0.00,0.00,0.00,0.00,0.00,255.00,1865.00,,,,,,
2019,7,13,2019-07-13,"DTW","BWI","0955",0.00,0.00,0.00,0.00,0.00,0.00,88.00,409.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","1418",7.00,0.00,0.00,0.00,0.00,0.00,104.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","MSP","1716",0.00,0.00,0.00,0.00,0.00,0.00,151.00,936.00,,,,,,
2019,7,13,2019-07-13,"MSP","BWI","1253",0.00,0.00,0.00,0.00,0.00,0.00,148.00,936.00,,,,,,
2019,7,13,2019-07-13,"BWI","MSP","0607",0.00,0.00,0.00,0.00,0.00,0.00,145.00,936.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","0700",0.00,0.00,7.00,0.00,0.00,0.00,121.00,577.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","1213",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","1500",0.00,0.00,0.00,0.00,0.00,0.00,112.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","MSP","1222",0.00,0.00,0.00,0.00,0.00,0.00,149.00,936.00,,,,,,
2019,7,13,2019-07-13,"MSP","BWI","0905",0.00,0.00,0.00,0.00,0.00,0.00,141.00,936.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","2010",0.00,0.00,0.00,0.00,0.00,0.00,111.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","DTW","1000",64.00,1.00,57.00,1.00,0.00,0.00,81.00,409.00,57.00,0.00,0.00,0.00,0.00,
2019,7,13,2019-07-13,"ATL","BWI","0944",0.00,0.00,0.00,0.00,0.00,0.00,101.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","DTW","1803",0.00,0.00,2.00,0.00,0.00,0.00,95.00,409.00,,,,,,
2019,7,13,2019-07-13,"DTW","BWI","1540",19.00,1.00,6.00,0.00,0.00,0.00,81.00,409.00,,,,,,
2019,7,13,2019-07-13,"BWI","DTW","0600",0.00,0.00,0.00,0.00,0.00,0.00,78.00,409.00,,,,,,
2019,7,13,2019-07-13,"BWI","DTW","1325",0.00,0.00,0.00,0.00,0.00,0.00,81.00,409.00,,,,,,
2019,7,13,2019-07-13,"MSP","BWI","1802",0.00,0.00,0.00,0.00,0.00,0.00,134.00,936.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","1802",0.00,0.00,0.00,0.00,0.00,0.00,108.00,577.00,,,,,,
2019,7,13,2019-07-13,"ATL","BWI","0810",0.00,0.00,0.00,0.00,0.00,0.00,102.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","1043",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","0900",0.00,0.00,0.00,0.00,0.00,0.00,96.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","1315",0.00,0.00,5.00,0.00,0.00,0.00,118.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","1800",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","0600",0.00,0.00,0.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,13,2019-07-13,"BWI","ATL","0800",0.00,0.00,0.00,0.00,0.00,0.00,93.00,577.00,,,,,,
2019,7,13,2019-07-13,"DTW","BWI","2055",0.00,0.00,0.00,0.00,0.00,0.00,82.00,409.00,,,,,,
2019,7,14,2019-07-14,"BWI","SLC","0725",0.00,0.00,0.00,0.00,0.00,0.00,263.00,1865.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1704",0.00,0.00,0.00,0.00,0.00,0.00,108.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1947",20.00,1.00,2.00,0.00,0.00,0.00,100.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","MSP","0835",0.00,0.00,0.00,0.00,0.00,0.00,148.00,936.00,,,,,,
2019,7,14,2019-07-14,"MSP","BWI","2030",13.00,0.00,3.00,0.00,0.00,0.00,139.00,936.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1108",0.00,0.00,0.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1343",10.00,0.00,0.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","SLC","1755",15.00,1.00,0.00,0.00,0.00,0.00,271.00,1865.00,,,,,,
2019,7,14,2019-07-14,"SLC","BWI","0955",81.00,1.00,73.00,1.00,0.00,0.00,248.00,1865.00,5.00,0.00,0.00,0.00,68.00,
2019,7,14,2019-07-14,"DTW","BWI","0958",0.00,0.00,0.00,0.00,0.00,0.00,86.00,409.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1412",0.00,0.00,0.00,0.00,0.00,0.00,116.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1651",5.00,0.00,0.00,0.00,0.00,0.00,109.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","MSP","1716",0.00,0.00,0.00,0.00,0.00,0.00,138.00,936.00,,,,,,
2019,7,14,2019-07-14,"MSP","BWI","1253",0.00,0.00,0.00,0.00,0.00,0.00,142.00,936.00,,,,,,
2019,7,14,2019-07-14,"BWI","MSP","0607",0.00,0.00,0.00,0.00,0.00,0.00,146.00,936.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","0700",0.00,0.00,0.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1214",4.00,0.00,0.00,0.00,0.00,0.00,100.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1452",0.00,0.00,0.00,0.00,0.00,0.00,101.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","MSP","1213",0.00,0.00,0.00,0.00,0.00,0.00,150.00,936.00,,,,,,
2019,7,14,2019-07-14,"MSP","BWI","0905",0.00,0.00,0.00,0.00,0.00,0.00,140.00,936.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","2010",11.00,0.00,2.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","DTW","2010",0.00,0.00,0.00,0.00,0.00,0.00,80.00,409.00,,,,,,
2019,7,14,2019-07-14,"DTW","BWI","1740",0.00,0.00,0.00,0.00,0.00,0.00,87.00,409.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","0946",3.00,0.00,0.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1224",0.00,0.00,0.00,0.00,0.00,0.00,96.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","DTW","1803",0.00,0.00,0.00,0.00,0.00,0.00,84.00,409.00,,,,,,
2019,7,14,2019-07-14,"DTW","BWI","1540",0.00,0.00,0.00,0.00,0.00,0.00,86.00,409.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","2126",0.00,0.00,0.00,0.00,0.00,0.00,113.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","DTW","0615",0.00,0.00,0.00,0.00,0.00,0.00,89.00,409.00,,,,,,
2019,7,14,2019-07-14,"BWI","DTW","1320",0.00,0.00,0.00,0.00,0.00,0.00,82.00,409.00,,,,,,
2019,7,14,2019-07-14,"MSP","BWI","1802",0.00,0.00,0.00,0.00,0.00,0.00,151.00,936.00,,,,,,
2019,7,14,2019-07-14,"SLC","BWI","2246",0.00,0.00,0.00,0.00,0.00,0.00,238.00,1865.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1837",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","0837",0.00,0.00,0.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1110",0.00,0.00,0.00,0.00,0.00,0.00,99.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","0900",0.00,0.00,0.00,0.00,0.00,0.00,93.00,577.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","0726",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1000",0.00,0.00,0.00,0.00,0.00,0.00,92.00,577.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","1540",0.00,0.00,0.00,0.00,0.00,0.00,111.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","1828",0.00,0.00,0.00,0.00,0.00,0.00,111.00,577.00,,,,,,
2019,7,14,2019-07-14,"BWI","ATL","0600",0.00,0.00,0.00,0.00,0.00,0.00,96.00,577.00,,,,,,
2019,7,14,2019-07-14,"ATL","BWI","2255",5.00,0.00,0.00,0.00,0.00,0.00,103.00,577.00,,,,,,
2019,7,14,2019-07-14,"DTW","BWI","2245",0.00,0.00,0.00,0.00,0.00,0.00,84.00,409.00,,,,,,
2019,7,15,2019-07-15,"BWI","SLC","0725",0.00,0.00,0.00,0.00,0.00,0.00,259.00,1865.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","1145",12.00,0.00,22.00,1.00,0.00,0.00,119.00,577.00,12.00,0.00,10.00,0.00,0.00,
2019,7,20,2019-07-20,"DTW","BWI","0820",33.00,1.00,43.00,1.00,0.00,0.00,104.00,409.00,14.00,0.00,10.00,0.00,19.00,
2019,7,20,2019-07-20,"ATL","BWI","1622",1.00,0.00,0.00,0.00,0.00,0.00,108.00,577.00,,,,,,
2019,7,20,2019-07-20,"SLC","BWI","0955",6.00,0.00,1.00,0.00,0.00,0.00,249.00,1865.00,,,,,,
2019,7,20,2019-07-20,"DTW","BWI","0955",103.00,1.00,98.00,1.00,0.00,0.00,84.00,409.00,98.00,0.00,0.00,0.00,0.00,
2019,7,20,2019-07-20,"ATL","BWI","1418",0.00,0.00,0.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","MSP","1716",170.00,1.00,174.00,1.00,0.00,0.00,165.00,936.00,42.00,0.00,4.00,0.00,128.00,
2019,7,20,2019-07-20,"MSP","BWI","1253",131.00,1.00,140.00,1.00,0.00,0.00,155.00,936.00,8.00,0.00,9.00,0.00,123.00,
2019,7,20,2019-07-20,"BWI","MSP","0607",6.00,0.00,15.00,1.00,0.00,0.00,169.00,936.00,6.00,0.00,9.00,0.00,0.00,
2019,7,20,2019-07-20,"BWI","ATL","0700",8.00,0.00,0.00,0.00,0.00,0.00,99.00,577.00,,,,,,
2019,7,20,2019-07-20,"ATL","BWI","1213",4.00,0.00,0.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","1500",0.00,0.00,0.00,0.00,0.00,0.00,93.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","MSP","1222",101.00,1.00,124.00,1.00,0.00,0.00,180.00,936.00,3.00,0.00,23.00,0.00,98.00,
2019,7,20,2019-07-20,"MSP","BWI","0905",0.00,0.00,6.00,0.00,0.00,0.00,159.00,936.00,,,,,,
2019,7,20,2019-07-20,"ATL","BWI","2010",105.00,1.00,100.00,1.00,0.00,0.00,107.00,577.00,100.00,0.00,0.00,0.00,0.00,
2019,7,20,2019-07-20,"BWI","DTW","1000",86.00,1.00,78.00,1.00,0.00,0.00,80.00,409.00,78.00,0.00,0.00,0.00,0.00,
2019,7,20,2019-07-20,"ATL","BWI","0944",23.00,1.00,19.00,1.00,0.00,0.00,108.00,577.00,17.00,0.00,0.00,0.00,2.00,
2019,7,20,2019-07-20,"BWI","DTW","1803",0.00,0.00,22.00,1.00,0.00,0.00,113.00,409.00,0.00,0.00,22.00,0.00,0.00,
2019,7,20,2019-07-20,"DTW","BWI","1540",7.00,0.00,0.00,0.00,0.00,0.00,85.00,409.00,,,,,,
2019,7,20,2019-07-20,"BWI","DTW","0600",33.00,1.00,26.00,1.00,0.00,0.00,82.00,409.00,26.00,0.00,0.00,0.00,0.00,
2019,7,20,2019-07-20,"BWI","DTW","1325",6.00,0.00,3.00,0.00,0.00,0.00,84.00,409.00,,,,,,
2019,7,20,2019-07-20,"MSP","BWI","1802",77.00,1.00,67.00,1.00,0.00,0.00,142.00,936.00,42.00,0.00,0.00,0.00,25.00,
2019,7,20,2019-07-20,"ATL","BWI","1802",20.00,1.00,14.00,0.00,0.00,0.00,114.00,577.00,,,,,,
2019,7,20,2019-07-20,"ATL","BWI","0810",0.00,0.00,0.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","1043",0.00,0.00,0.00,0.00,0.00,0.00,95.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","0900",93.00,1.00,87.00,1.00,0.00,0.00,101.00,577.00,87.00,0.00,0.00,0.00,0.00,
2019,7,20,2019-07-20,"BWI","ATL","1315",4.00,0.00,2.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","1800",52.00,1.00,51.00,1.00,0.00,0.00,122.00,577.00,0.00,0.00,51.00,0.00,0.00,
2019,7,20,2019-07-20,"BWI","ATL","0600",0.00,0.00,0.00,0.00,0.00,0.00,99.00,577.00,,,,,,
2019,7,20,2019-07-20,"BWI","ATL","0800",0.00,0.00,0.00,0.00,0.00,0.00,91.00,577.00,,,,,,
2019,7,20,2019-07-20,"DTW","BWI","2055",57.00,1.00,50.00,1.00,0.00,0.00,82.00,409.00,41.00,0.00,0.00,0.00,9.00,
2019,7,21,2019-07-21,"BWI","SLC","0725",0.00,0.00,0.00,0.00,0.00,0.00,277.00,1865.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","1704",0.00,0.00,0.00,0.00,0.00,0.00,108.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1947",1.00,0.00,0.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","MSP","0835",71.00,1.00,56.00,1.00,0.00,0.00,142.00,936.00,56.00,0.00,0.00,0.00,0.00,
2019,7,21,2019-07-21,"MSP","BWI","2030",8.00,0.00,93.00,1.00,0.00,0.00,234.00,936.00,0.00,0.00,93.00,0.00,0.00,
2019,7,21,2019-07-21,"ATL","BWI","1108",25.00,1.00,15.00,1.00,0.00,0.00,101.00,577.00,2.00,0.00,0.00,0.00,13.00,
2019,7,21,2019-07-21,"BWI","ATL","1343",26.00,1.00,15.00,1.00,0.00,0.00,111.00,577.00,6.00,0.00,0.00,0.00,9.00,
2019,7,21,2019-07-21,"BWI","SLC","1755",0.00,0.00,33.00,1.00,0.00,0.00,321.00,1865.00,0.00,0.00,33.00,0.00,0.00,
2019,7,21,2019-07-21,"SLC","BWI","0955",0.00,0.00,0.00,0.00,0.00,0.00,258.00,1865.00,,,,,,
2019,7,21,2019-07-21,"DTW","BWI","0958",122.00,1.00,128.00,1.00,0.00,0.00,96.00,409.00,122.00,0.00,6.00,0.00,0.00,
2019,7,21,2019-07-21,"ATL","BWI","1412",0.00,0.00,0.00,0.00,0.00,0.00,104.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1651",21.00,1.00,26.00,1.00,0.00,0.00,128.00,577.00,0.00,21.00,5.00,0.00,0.00,
2019,7,21,2019-07-21,"BWI","MSP","1716",27.00,1.00,26.00,1.00,0.00,0.00,163.00,936.00,9.00,0.00,0.00,0.00,17.00,
2019,7,21,2019-07-21,"MSP","BWI","1253",0.00,0.00,18.00,1.00,0.00,0.00,166.00,936.00,0.00,0.00,18.00,0.00,0.00,
2019,7,21,2019-07-21,"BWI","MSP","0607",3.00,0.00,0.00,0.00,0.00,0.00,151.00,936.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","0700",2.00,0.00,0.00,0.00,0.00,0.00,104.00,577.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","1214",0.00,0.00,8.00,0.00,0.00,0.00,124.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1452",30.00,1.00,37.00,1.00,0.00,0.00,125.00,577.00,22.00,0.00,7.00,0.00,8.00,
2019,7,21,2019-07-21,"BWI","MSP","1213",130.00,1.00,118.00,1.00,0.00,0.00,145.00,936.00,2.00,0.00,0.00,0.00,116.00,
2019,7,21,2019-07-21,"MSP","BWI","0905",5.00,0.00,0.00,0.00,0.00,0.00,137.00,936.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","2010",12.00,0.00,12.00,0.00,0.00,0.00,115.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","DTW","2010",60.00,1.00,57.00,1.00,0.00,0.00,91.00,409.00,0.00,0.00,0.00,0.00,57.00,
2019,7,21,2019-07-21,"DTW","BWI","1740",45.00,1.00,66.00,1.00,0.00,0.00,113.00,409.00,45.00,0.00,21.00,0.00,0.00,
2019,7,21,2019-07-21,"ATL","BWI","0946",0.00,0.00,0.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1224",2.00,0.00,0.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","DTW","1803",6.00,0.00,28.00,1.00,0.00,0.00,113.00,409.00,0.00,0.00,27.00,0.00,1.00,
2019,7,21,2019-07-21,"DTW","BWI","1540",1.00,0.00,2.00,0.00,0.00,0.00,98.00,409.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","2126",11.00,0.00,2.00,0.00,0.00,0.00,110.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","DTW","0615",10.00,0.00,9.00,0.00,0.00,0.00,90.00,409.00,,,,,,
2019,7,21,2019-07-21,"BWI","DTW","1320",3.00,0.00,12.00,0.00,0.00,0.00,98.00,409.00,,,,,,
2019,7,21,2019-07-21,"MSP","BWI","1802",201.00,1.00,243.00,1.00,0.00,0.00,197.00,936.00,201.00,0.00,42.00,0.00,0.00,
2019,7,21,2019-07-21,"SLC","BWI","2246",3.00,0.00,0.00,0.00,0.00,0.00,228.00,1865.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","1837",38.00,1.00,26.00,1.00,0.00,0.00,111.00,577.00,26.00,0.00,0.00,0.00,0.00,
2019,7,21,2019-07-21,"ATL","BWI","0837",0.00,0.00,0.00,0.00,0.00,0.00,104.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1110",0.00,0.00,0.00,0.00,0.00,0.00,100.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","0900",0.00,0.00,0.00,0.00,0.00,0.00,97.00,577.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","0726",0.00,0.00,0.00,0.00,0.00,0.00,103.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","1000",0.00,0.00,0.00,0.00,0.00,0.00,95.00,577.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","1540",34.00,1.00,15.00,1.00,0.00,0.00,105.00,577.00,7.00,0.00,0.00,0.00,8.00,
2019,7,21,2019-07-21,"BWI","ATL","1828",27.00,1.00,7.00,0.00,0.00,0.00,102.00,577.00,,,,,,
2019,7,21,2019-07-21,"BWI","ATL","0600",3.00,0.00,0.00,0.00,0.00,0.00,97.00,577.00,,,,,,
2019,7,21,2019-07-21,"ATL","BWI","2255",27.00,1.00,12.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,21,2019-07-21,"DTW","BWI","2245",12.00,0.00,10.00,0.00,0.00,0.00,91.00,409.00,,,,,,
2019,7,22,2019-07-22,"BWI","SLC","0725",0.00,0.00,0.00,0.00,0.00,0.00,265.00,1865.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","1704",68.00,1.00,51.00,1.00,0.00,0.00,102.00,577.00,0.00,0.00,0.00,0.00,51.00,
2019,7,16,2019-07-16,"BWI","ATL","1947",50.00,1.00,25.00,1.00,0.00,0.00,93.00,577.00,0.00,0.00,0.00,0.00,25.00,
2019,7,16,2019-07-16,"BWI","MSP","0835",0.00,0.00,0.00,0.00,0.00,0.00,142.00,936.00,,,,,,
2019,7,16,2019-07-16,"MSP","BWI","2030",8.00,0.00,10.00,0.00,0.00,0.00,151.00,936.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","1108",0.00,0.00,0.00,0.00,0.00,0.00,105.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","ATL","1343",0.00,0.00,0.00,0.00,0.00,0.00,109.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","SLC","1755",9.00,0.00,6.00,0.00,0.00,0.00,285.00,1865.00,,,,,,
2019,7,16,2019-07-16,"SLC","BWI","0955",28.00,1.00,7.00,0.00,0.00,0.00,235.00,1865.00,,,,,,
2019,7,16,2019-07-16,"DTW","BWI","0958",,,,,1.00,0.00,,409.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","1412",16.00,1.00,7.00,0.00,0.00,0.00,106.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","ATL","1651",9.00,0.00,0.00,0.00,0.00,0.00,100.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","MSP","1716",0.00,0.00,4.00,0.00,0.00,0.00,171.00,936.00,,,,,,
2019,7,16,2019-07-16,"MSP","BWI","1253",0.00,0.00,0.00,0.00,0.00,0.00,149.00,936.00,,,,,,
2019,7,16,2019-07-16,"BWI","MSP","0607",0.00,0.00,0.00,0.00,0.00,0.00,144.00,936.00,,,,,,
2019,7,16,2019-07-16,"BWI","ATL","0700",0.00,0.00,0.00,0.00,0.00,0.00,101.00,577.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","1214",0.00,0.00,0.00,0.00,0.00,0.00,98.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","ATL","1452",0.00,0.00,0.00,0.00,0.00,0.00,95.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","MSP","1213",56.00,1.00,35.00,1.00,0.00,0.00,136.00,936.00,35.00,0.00,0.00,0.00,0.00,
2019,7,16,2019-07-16,"MSP","BWI","0905",0.00,0.00,0.00,0.00,0.00,0.00,139.00,936.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","2010",0.00,0.00,0.00,0.00,0.00,0.00,115.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","DTW","2010",0.00,0.00,0.00,0.00,0.00,0.00,96.00,409.00,,,,,,
2019,7,16,2019-07-16,"DTW","BWI","1740",4.00,0.00,0.00,0.00,0.00,0.00,87.00,409.00,,,,,,
2019,7,16,2019-07-16,"BWI","DTW","1000",0.00,0.00,0.00,0.00,0.00,0.00,82.00,409.00,,,,,,
2019,7,16,2019-07-16,"DTW","BWI","0725",0.00,0.00,0.00,0.00,0.00,0.00,90.00,409.00,,,,,,
2019,7,16,2019-07-16,"ATL","BWI","0946",0.00,0.00,0.00,0.00,0.00,0.00,107.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","ATL","1224",5.00,0.00,0.00,0.00,0.00,0.00,108.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","DTW","1803",195.00,1.00,204.00,1.00,0.00,0.00,100.00,409.00,0.00,0.00,9.00,0.00,195.00,
2019,7,16,2019-07-16,"DTW","BWI","1540",220.00,1.00,205.00,1.00,0.00,0.00,82.00,409.00,0.00,0.00,0.00,0.00,205.00,
2019,7,16,2019-07-16,"ATL","BWI","2126",2.00,0.00,0.00,0.00,0.00,0.00,115.00,577.00,,,,,,
2019,7,16,2019-07-16,"BWI","DTW","0615",0.00,0.00,2.00,0.00,0.00,0.00,94.00,409.00,,,,,,
2019,7,16,2019-07-16,"BWI","DTW","1320",,,,,1.00,0.00,,409.00,,,,,,
